date_time,secs_from_start,vis_ring,snd_playing,mri_vol,event_type
2016-03-09-10:36:03.799,270.885,1,wav/900/norm/900-hap-hlp-b.wav,136,keypress
2016-03-09-10:36:04.422,271.509,0,wav/900/norm/900-hap-hlp-b.wav,136,ring_off
2016-03-09-10:36:04.924,272.010,0,wav/900/norm/900-hap-hlp-b.wav,137,new_mri_vol
2016-03-09-10:36:06.925,274.011,0,wav/900/norm/900-hap-hlp-b.wav,138,new_mri_vol
2016-03-09-10:36:08.929,276.015,0,wav/900/norm/900-hap-hlp-b.wav,139,new_mri_vol
2016-03-09-10:36:09.575,276.661,0,silence,139,sound_off
2016-03-09-10:36:10.925,278.011,0,silence,140,new_mri_vol
2016-03-09-10:36:11.588,278.675,1,silence,140,ring_on
2016-03-09-10:36:11.958,279.045,1,silence,140,keypress
2016-03-09-10:36:12.588,279.674,0,silence,140,ring_off
2016-03-09-10:36:12.927,280.014,0,silence,141,new_mri_vol
2016-03-09-10:36:14.925,282.012,0,silence,142,new_mri_vol
2016-03-09-10:36:15.608,282.695,0,wav/901/norm/901-neu-tlk-b.wav,142,sound_on
2016-03-09-10:36:16.925,284.011,0,wav/901/norm/901-neu-tlk-b.wav,143,new_mri_vol
2016-03-09-10:36:18.926,286.012,0,wav/901/norm/901-neu-tlk-b.wav,144,new_mri_vol
2016-03-09-10:36:20.927,288.014,0,wav/901/norm/901-neu-tlk-b.wav,145,new_mri_vol
2016-03-09-10:36:22.637,289.724,1,wav/901/norm/901-neu-tlk-b.wav,145,ring_on
2016-03-09-10:36:22.926,290.012,1,wav/901/norm/901-neu-tlk-b.wav,146,new_mri_vol
2016-03-09-10:36:23.088,290.175,1,wav/901/norm/901-neu-tlk-b.wav,146,keypress
2016-03-09-10:36:23.654,290.741,0,wav/901/norm/901-neu-tlk-b.wav,146,ring_off
2016-03-09-10:36:24.926,292.012,0,wav/901/norm/901-neu-tlk-b.wav,147,new_mri_vol
2016-03-09-10:36:25.590,292.677,0,silence,147,sound_off
2016-03-09-10:36:26.925,294.011,0,silence,148,new_mri_vol
2016-03-09-10:36:28.037,295.123,1,silence,148,ring_on
2016-03-09-10:36:28.615,295.702,1,silence,148,keypress
2016-03-09-10:36:28.924,296.011,1,silence,149,new_mri_vol
2016-03-09-10:36:29.037,296.124,0,silence,149,ring_off
2016-03-09-10:36:30.927,298.013,0,silence,150,new_mri_vol
2016-03-09-10:36:31.632,298.719,0,wav/900/norm/900-sad-din-b.wav,150,sound_on
2016-03-09-10:36:32.926,300.012,0,wav/900/norm/900-sad-din-b.wav,151,new_mri_vol
2016-03-09-10:36:34.924,302.010,0,wav/900/norm/900-sad-din-b.wav,152,new_mri_vol
2016-03-09-10:36:36.803,303.890,1,wav/900/norm/900-sad-din-b.wav,152,ring_on
2016-03-09-10:36:36.923,304.010,1,wav/900/norm/900-sad-din-b.wav,153,new_mri_vol
2016-03-09-10:36:37.247,304.334,1,wav/900/norm/900-sad-din-b.wav,153,keypress
2016-03-09-10:36:37.803,304.890,0,wav/900/norm/900-sad-din-b.wav,153,ring_off
2016-03-09-10:36:38.924,306.011,0,wav/900/norm/900-sad-din-b.wav,154,new_mri_vol
2016-03-09-10:36:40.927,308.013,0,wav/900/norm/900-sad-din-b.wav,155,new_mri_vol
2016-03-09-10:36:41.605,308.692,0,silence,155,sound_off
2016-03-09-10:36:42.925,310.013,0,silence,156,new_mri_vol
2016-03-09-10:36:43.619,310.706,1,silence,156,ring_on
2016-03-09-10:36:44.039,311.126,1,silence,156,keypress
2016-03-09-10:36:44.619,311.706,0,silence,156,ring_off
2016-03-09-10:36:44.926,312.012,0,silence,157,new_mri_vol
2016-03-09-10:36:46.927,314.014,0,silence,158,new_mri_vol
2016-03-09-10:36:47.640,314.727,0,wav/901/norm/901-hap-chk-b.wav,158,sound_on
2016-03-09-10:36:48.927,316.014,0,wav/901/norm/901-hap-chk-b.wav,159,new_mri_vol
2016-03-09-10:36:50.927,318.014,0,wav/901/norm/901-hap-chk-b.wav,160,new_mri_vol
2016-03-09-10:36:52.928,320.015,0,wav/901/norm/901-hap-chk-b.wav,161,new_mri_vol
2016-03-09-10:36:53.335,320.422,1,wav/901/norm/901-hap-chk-b.wav,161,ring_on
2016-03-09-10:36:53.878,320.966,1,wav/901/norm/901-hap-chk-b.wav,161,keypress
2016-03-09-10:36:54.335,321.422,0,wav/901/norm/901-hap-chk-b.wav,161,ring_off
2016-03-09-10:36:54.925,322.012,0,wav/901/norm/901-hap-chk-b.wav,162,new_mri_vol
2016-03-09-10:36:56.927,324.014,0,wav/901/norm/901-hap-chk-b.wav,163,new_mri_vol
2016-03-09-10:36:57.620,324.707,0,silence,163,sound_off
2016-03-09-10:36:58.927,326.015,0,silence,164,new_mri_vol
2016-03-09-10:36:59.918,327.005,1,silence,164,ring_on
2016-03-09-10:37:00.408,327.495,1,silence,164,keypress
2016-03-09-10:37:00.918,328.005,0,silence,164,ring_off
2016-03-09-10:37:00.929,328.016,0,silence,165,new_mri_vol
2016-03-09-10:37:02.926,330.013,0,silence,166,new_mri_vol
2016-03-09-10:37:03.663,330.750,0,wav/900/norm/900-sad-tlk-b.wav,166,sound_on
2016-03-09-10:37:04.925,332.012,0,wav/900/norm/900-sad-tlk-b.wav,167,new_mri_vol
2016-03-09-10:37:06.926,334.014,0,wav/900/norm/900-sad-tlk-b.wav,168,new_mri_vol
2016-03-09-10:37:08.926,336.013,0,wav/900/norm/900-sad-tlk-b.wav,169,new_mri_vol
2016-03-09-10:37:09.717,336.805,1,wav/900/norm/900-sad-tlk-b.wav,169,ring_on
2016-03-09-10:37:10.112,337.200,1,wav/900/norm/900-sad-tlk-b.wav,169,keypress
2016-03-09-10:37:10.717,337.805,0,wav/900/norm/900-sad-tlk-b.wav,169,ring_off
2016-03-09-10:37:10.924,338.011,0,wav/900/norm/900-sad-tlk-b.wav,170,new_mri_vol
2016-03-09-10:37:12.927,340.014,0,wav/900/norm/900-sad-tlk-b.wav,171,new_mri_vol
2016-03-09-10:37:13.636,340.724,0,silence,171,sound_off
2016-03-09-10:37:14.928,342.016,0,silence,172,new_mri_vol
2016-03-09-10:37:16.927,344.014,0,silence,173,new_mri_vol
2016-03-09-10:37:17.233,344.320,1,silence,173,ring_on
2016-03-09-10:37:17.855,344.943,1,silence,173,keypress
2016-03-09-10:37:18.233,345.320,0,silence,173,ring_off
2016-03-09-10:37:18.925,346.012,0,silence,174,new_mri_vol
2016-03-09-10:37:19.670,346.758,0,wav/900/norm/900-ang-chk-b.wav,174,sound_on
2016-03-09-10:37:20.928,348.016,0,wav/900/norm/900-ang-chk-b.wav,175,new_mri_vol
2016-03-09-10:37:22.924,350.012,0,wav/900/norm/900-ang-chk-b.wav,176,new_mri_vol
2016-03-09-10:37:24.927,352.014,0,wav/900/norm/900-ang-chk-b.wav,177,new_mri_vol
2016-03-09-10:37:26.399,353.487,1,wav/900/norm/900-ang-chk-b.wav,177,ring_on
2016-03-09-10:37:26.846,353.933,1,wav/900/norm/900-ang-chk-b.wav,177,keypress
2016-03-09-10:37:26.925,354.013,1,wav/900/norm/900-ang-chk-b.wav,178,new_mri_vol
2016-03-09-10:37:27.382,354.470,0,wav/900/norm/900-ang-chk-b.wav,178,ring_off
2016-03-09-10:37:28.927,356.014,0,wav/900/norm/900-ang-chk-b.wav,179,new_mri_vol
2016-03-09-10:37:29.653,356.741,0,silence,179,sound_off
2016-03-09-10:37:30.927,358.015,0,silence,180,new_mri_vol
2016-03-09-10:37:32.515,359.603,1,silence,180,ring_on
2016-03-09-10:37:32.927,360.014,1,silence,181,new_mri_vol
2016-03-09-10:37:33.081,360.168,1,silence,181,keypress
2016-03-09-10:37:33.515,360.603,0,silence,181,ring_off
2016-03-09-10:37:34.928,362.016,0,silence,182,new_mri_vol
2016-03-09-10:37:35.693,362.781,0,wav/900/norm/900-neu-tlk-b.wav,182,sound_on
2016-03-09-10:37:36.924,364.012,0,wav/900/norm/900-neu-tlk-b.wav,183,new_mri_vol
2016-03-09-10:37:37.748,364.836,1,wav/900/norm/900-neu-tlk-b.wav,183,ring_on
2016-03-09-10:37:38.390,365.478,1,wav/900/norm/900-neu-tlk-b.wav,183,keypress
2016-03-09-10:37:38.748,365.836,0,wav/900/norm/900-neu-tlk-b.wav,183,ring_off
2016-03-09-10:37:38.928,366.016,0,wav/900/norm/900-neu-tlk-b.wav,184,new_mri_vol
2016-03-09-10:37:40.926,368.014,0,wav/900/norm/900-neu-tlk-b.wav,185,new_mri_vol
2016-03-09-10:37:42.925,370.013,0,wav/900/norm/900-neu-tlk-b.wav,186,new_mri_vol
2016-03-09-10:37:44.927,372.015,0,wav/900/norm/900-neu-tlk-b.wav,187,new_mri_vol
2016-03-09-10:37:45.668,372.756,0,silence,187,sound_off
2016-03-09-10:37:46.926,374.013,0,silence,188,new_mri_vol
2016-03-09-10:37:47.864,374.952,1,silence,188,ring_on
2016-03-09-10:37:48.240,375.328,1,silence,188,keypress
2016-03-09-10:37:48.864,375.952,0,silence,188,ring_off
2016-03-09-10:37:48.924,376.011,0,silence,189,new_mri_vol
2016-03-09-10:37:50.925,378.013,0,silence,190,new_mri_vol
2016-03-09-10:37:51.703,378.791,0,wav/900/norm/900-hap-chk-b.wav,190,sound_on
2016-03-09-10:37:52.927,380.015,0,wav/900/norm/900-hap-chk-b.wav,191,new_mri_vol
2016-03-09-10:37:54.927,382.015,0,wav/900/norm/900-hap-chk-b.wav,192,new_mri_vol
2016-03-09-10:37:56.926,384.014,0,wav/900/norm/900-hap-chk-b.wav,193,new_mri_vol
2016-03-09-10:37:58.928,386.016,0,wav/900/norm/900-hap-chk-b.wav,194,new_mri_vol
2016-03-09-10:37:59.580,386.668,1,wav/900/norm/900-hap-chk-b.wav,194,ring_on
2016-03-09-10:38:00.327,387.415,1,wav/900/norm/900-hap-chk-b.wav,194,keypress
2016-03-09-10:38:00.580,387.668,0,wav/900/norm/900-hap-chk-b.wav,194,ring_off
2016-03-09-10:38:00.929,388.017,0,wav/900/norm/900-hap-chk-b.wav,195,new_mri_vol
2016-03-09-10:38:01.682,388.770,0,silence,195,sound_off
2016-03-09-10:38:02.926,390.014,0,silence,196,new_mri_vol
2016-03-09-10:38:03.663,390.751,1,silence,196,ring_on
2016-03-09-10:38:04.068,391.157,1,silence,196,keypress
2016-03-09-10:38:04.663,391.751,0,silence,196,ring_off
2016-03-09-10:38:04.925,392.013,0,silence,197,new_mri_vol
2016-03-09-10:38:06.925,394.014,0,silence,198,new_mri_vol
2016-03-09-10:38:07.724,394.813,0,wav/900/norm/900-ang-din-b.wav,198,sound_on
2016-03-09-10:38:08.926,396.014,0,wav/900/norm/900-ang-din-b.wav,199,new_mri_vol
2016-03-09-10:38:10.927,398.015,0,wav/900/norm/900-ang-din-b.wav,200,new_mri_vol
2016-03-09-10:38:12.929,400.018,0,wav/900/norm/900-ang-din-b.wav,201,new_mri_vol
2016-03-09-10:38:14.927,402.015,0,wav/900/norm/900-ang-din-b.wav,202,new_mri_vol
2016-03-09-10:38:14.978,402.067,1,wav/900/norm/900-ang-din-b.wav,202,ring_on
2016-03-09-10:38:15.381,402.470,1,wav/900/norm/900-ang-din-b.wav,202,keypress
2016-03-09-10:38:15.978,403.067,0,wav/900/norm/900-ang-din-b.wav,202,ring_off
2016-03-09-10:38:16.925,404.014,0,wav/900/norm/900-ang-din-b.wav,203,new_mri_vol
2016-03-09-10:38:17.700,404.788,0,silence,203,sound_off
2016-03-09-10:38:18.925,406.014,0,silence,204,new_mri_vol
2016-03-09-10:38:20.828,407.916,1,silence,204,ring_on
2016-03-09-10:38:20.926,408.015,1,silence,205,new_mri_vol
2016-03-09-10:38:21.613,408.702,1,silence,205,keypress
2016-03-09-10:38:21.828,408.916,0,silence,205,ring_off
2016-03-09-10:38:22.925,410.013,0,silence,206,new_mri_vol
2016-03-09-10:38:23.732,410.821,0,wav/901/norm/901-neu-hlp-b.wav,206,sound_on
2016-03-09-10:38:24.928,412.017,0,wav/901/norm/901-neu-hlp-b.wav,207,new_mri_vol
2016-03-09-10:38:26.927,414.016,0,wav/901/norm/901-neu-hlp-b.wav,208,new_mri_vol
2016-03-09-10:38:28.926,416.014,0,wav/901/norm/901-neu-hlp-b.wav,209,new_mri_vol
2016-03-09-10:38:30.927,418.016,0,wav/901/norm/901-neu-hlp-b.wav,210,new_mri_vol
2016-03-09-10:38:32.177,419.266,1,wav/901/norm/901-neu-hlp-b.wav,210,ring_on
2016-03-09-10:38:32.548,419.636,1,wav/901/norm/901-neu-hlp-b.wav,210,keypress
2016-03-09-10:38:32.926,420.014,1,wav/901/norm/901-neu-hlp-b.wav,211,new_mri_vol
2016-03-09-10:38:33.177,420.266,0,wav/901/norm/901-neu-hlp-b.wav,211,ring_off
2016-03-09-10:38:33.715,420.803,0,silence,211,sound_off
2016-03-09-10:38:34.925,422.014,0,silence,212,new_mri_vol
2016-03-09-10:38:35.460,422.549,1,silence,212,ring_on
2016-03-09-10:38:36.174,423.263,1,silence,212,keypress
2016-03-09-10:38:36.460,423.549,0,silence,212,ring_off
2016-03-09-10:38:36.926,424.014,0,silence,213,new_mri_vol
2016-03-09-10:38:38.929,426.018,0,silence,214,new_mri_vol
2016-03-09-10:38:39.755,426.845,0,wav/901/norm/901-ang-tlk-b.wav,214,sound_on
2016-03-09-10:38:40.930,428.019,0,wav/901/norm/901-ang-tlk-b.wav,215,new_mri_vol
2016-03-09-10:38:42.929,430.018,0,wav/901/norm/901-ang-tlk-b.wav,216,new_mri_vol
2016-03-09-10:38:44.326,431.415,1,wav/901/norm/901-ang-tlk-b.wav,216,ring_on
2016-03-09-10:38:44.748,431.837,1,wav/901/norm/901-ang-tlk-b.wav,216,keypress
2016-03-09-10:38:44.928,432.017,1,wav/901/norm/901-ang-tlk-b.wav,217,new_mri_vol
2016-03-09-10:38:45.326,432.415,0,wav/901/norm/901-ang-tlk-b.wav,217,ring_off
2016-03-09-10:38:46.926,434.015,0,wav/901/norm/901-ang-tlk-b.wav,218,new_mri_vol
2016-03-09-10:38:48.927,436.016,0,wav/901/norm/901-ang-tlk-b.wav,219,new_mri_vol
2016-03-09-10:38:49.729,436.818,0,silence,219,sound_off
2016-03-09-10:38:50.929,438.018,0,silence,220,new_mri_vol
2016-03-09-10:38:51.576,438.665,1,silence,220,ring_on
2016-03-09-10:38:52.027,439.117,1,silence,220,keypress
2016-03-09-10:38:52.576,439.664,0,silence,220,ring_off
2016-03-09-10:38:52.926,440.015,0,silence,221,new_mri_vol
2016-03-09-10:38:54.927,442.017,0,silence,222,new_mri_vol
2016-03-09-10:38:55.764,442.853,0,wav/900/norm/900-sad-hlp-b.wav,222,sound_on
2016-03-09-10:38:56.929,444.018,0,wav/900/norm/900-sad-hlp-b.wav,223,new_mri_vol
2016-03-09-10:38:58.928,446.018,0,wav/900/norm/900-sad-hlp-b.wav,224,new_mri_vol
2016-03-09-10:39:00.929,448.019,0,wav/900/norm/900-sad-hlp-b.wav,225,new_mri_vol
2016-03-09-10:39:02.928,450.017,0,wav/900/norm/900-sad-hlp-b.wav,226,new_mri_vol
2016-03-09-10:39:03.975,451.064,1,wav/900/norm/900-sad-hlp-b.wav,226,ring_on
2016-03-09-10:39:04.564,451.653,1,wav/900/norm/900-sad-hlp-b.wav,226,keypress
2016-03-09-10:39:04.925,452.014,1,wav/900/norm/900-sad-hlp-b.wav,227,new_mri_vol
2016-03-09-10:39:04.974,452.063,0,wav/900/norm/900-sad-hlp-b.wav,227,ring_off
2016-03-09-10:39:05.745,452.834,0,silence,227,sound_off
2016-03-09-10:39:06.928,454.017,0,silence,228,new_mri_vol
2016-03-09-10:39:07.274,454.363,1,silence,228,ring_on
2016-03-09-10:39:07.764,454.854,1,silence,228,keypress
2016-03-09-10:39:08.274,455.364,0,silence,228,ring_off
2016-03-09-10:39:08.927,456.016,0,silence,229,new_mri_vol
2016-03-09-10:39:10.926,458.016,0,silence,230,new_mri_vol
2016-03-09-10:39:11.788,458.877,0,wav/901/norm/901-hap-tlk-b.wav,230,sound_on
2016-03-09-10:39:12.925,460.014,0,wav/901/norm/901-hap-tlk-b.wav,231,new_mri_vol
2016-03-09-10:39:14.926,462.016,0,wav/901/norm/901-hap-tlk-b.wav,232,new_mri_vol
2016-03-09-10:39:16.929,464.019,0,wav/901/norm/901-hap-tlk-b.wav,233,new_mri_vol
2016-03-09-10:39:18.673,465.763,1,wav/901/norm/901-hap-tlk-b.wav,233,ring_on
2016-03-09-10:39:18.926,466.016,1,wav/901/norm/901-hap-tlk-b.wav,234,new_mri_vol
2016-03-09-10:39:19.123,466.212,1,wav/901/norm/901-hap-tlk-b.wav,234,keypress
2016-03-09-10:39:19.690,466.780,0,wav/901/norm/901-hap-tlk-b.wav,234,ring_off
2016-03-09-10:39:20.928,468.017,0,wav/901/norm/901-hap-tlk-b.wav,235,new_mri_vol
2016-03-09-10:39:21.762,468.852,0,silence,235,sound_off
2016-03-09-10:39:22.929,470.018,0,silence,236,new_mri_vol
2016-03-09-10:39:24.929,472.018,0,silence,237,new_mri_vol
2016-03-09-10:39:25.739,472.829,1,silence,237,ring_on
2016-03-09-10:39:26.155,473.245,1,silence,237,keypress
2016-03-09-10:39:26.740,473.829,0,silence,237,ring_off
2016-03-09-10:39:26.926,474.016,0,silence,238,new_mri_vol
2016-03-09-10:39:27.795,474.885,0,wav/901/norm/901-ang-hlp-b.wav,238,sound_on
2016-03-09-10:39:28.926,476.016,0,wav/901/norm/901-ang-hlp-b.wav,239,new_mri_vol
2016-03-09-10:39:30.930,478.020,0,wav/901/norm/901-ang-hlp-b.wav,240,new_mri_vol
2016-03-09-10:39:32.928,480.017,0,wav/901/norm/901-ang-hlp-b.wav,241,new_mri_vol
2016-03-09-10:39:34.925,482.015,0,wav/901/norm/901-ang-hlp-b.wav,242,new_mri_vol
2016-03-09-10:39:35.355,482.445,1,wav/901/norm/901-ang-hlp-b.wav,242,ring_on
2016-03-09-10:39:36.229,483.319,1,wav/901/norm/901-ang-hlp-b.wav,242,keypress
2016-03-09-10:39:36.355,483.445,0,wav/901/norm/901-ang-hlp-b.wav,242,ring_off
2016-03-09-10:39:36.927,484.017,0,wav/901/norm/901-ang-hlp-b.wav,243,new_mri_vol
2016-03-09-10:39:37.779,484.869,0,silence,243,sound_off
2016-03-09-10:39:38.925,486.014,0,silence,244,new_mri_vol
2016-03-09-10:39:39.538,486.628,1,silence,244,ring_on
2016-03-09-10:39:40.092,487.181,1,silence,244,keypress
2016-03-09-10:39:40.538,487.628,0,silence,244,ring_off
2016-03-09-10:39:40.926,488.016,0,silence,245,new_mri_vol
2016-03-09-10:39:42.926,490.016,0,silence,246,new_mri_vol
2016-03-09-10:39:43.818,490.908,0,wav/901/norm/901-hap-din-b.wav,246,sound_on
2016-03-09-10:39:44.928,492.018,0,wav/901/norm/901-hap-din-b.wav,247,new_mri_vol
2016-03-09-10:39:46.929,494.019,0,wav/901/norm/901-hap-din-b.wav,248,new_mri_vol
2016-03-09-10:39:48.088,495.177,1,wav/901/norm/901-hap-din-b.wav,248,ring_on
2016-03-09-10:39:48.540,495.630,1,wav/901/norm/901-hap-din-b.wav,248,keypress
2016-03-09-10:39:48.925,496.015,1,wav/901/norm/901-hap-din-b.wav,249,new_mri_vol
2016-03-09-10:39:49.088,496.178,0,wav/901/norm/901-hap-din-b.wav,249,ring_off
2016-03-09-10:39:50.927,498.018,0,wav/901/norm/901-hap-din-b.wav,250,new_mri_vol
2016-03-09-10:39:52.927,500.018,0,wav/901/norm/901-hap-din-b.wav,251,new_mri_vol
2016-03-09-10:39:53.792,500.882,0,silence,251,sound_off
2016-03-09-10:39:54.929,502.019,0,silence,252,new_mri_vol
2016-03-09-10:39:56.087,503.177,1,silence,252,ring_on
2016-03-09-10:39:56.928,504.018,1,silence,253,new_mri_vol
2016-03-09-10:39:57.087,504.177,0,silence,253,ring_off
2016-03-09-10:39:57.909,504.999,0,silence,253,keypress
2016-03-09-10:39:58.926,506.017,0,silence,254,new_mri_vol
2016-03-09-10:39:59.826,506.916,0,wav/901/norm/901-sad-hlp-b.wav,254,sound_on
2016-03-09-10:40:00.929,508.020,0,wav/901/norm/901-sad-hlp-b.wav,255,new_mri_vol
2016-03-09-10:40:02.927,510.017,0,wav/901/norm/901-sad-hlp-b.wav,256,new_mri_vol
2016-03-09-10:40:04.929,512.020,0,wav/901/norm/901-sad-hlp-b.wav,257,new_mri_vol
2016-03-09-10:40:06.903,513.993,1,wav/901/norm/901-sad-hlp-b.wav,257,ring_on
2016-03-09-10:40:06.930,514.021,1,wav/901/norm/901-sad-hlp-b.wav,258,new_mri_vol
2016-03-09-10:40:07.322,514.413,1,wav/901/norm/901-sad-hlp-b.wav,258,keypress
2016-03-09-10:40:07.903,514.993,0,wav/901/norm/901-sad-hlp-b.wav,258,ring_off
2016-03-09-10:40:08.927,516.017,0,wav/901/norm/901-sad-hlp-b.wav,259,new_mri_vol
2016-03-09-10:40:09.807,516.897,0,silence,259,sound_off
2016-03-09-10:40:10.929,518.020,0,silence,260,new_mri_vol
2016-03-09-10:40:12.619,519.709,1,silence,260,ring_on
2016-03-09-10:40:12.929,520.019,1,silence,261,new_mri_vol
2016-03-09-10:40:13.052,520.142,1,silence,261,keypress
2016-03-09-10:40:13.619,520.709,0,silence,261,ring_off
2016-03-09-10:40:14.927,522.018,0,silence,262,new_mri_vol
2016-03-09-10:40:15.850,522.941,0,wav/900/norm/900-neu-din-b.wav,262,sound_on
2016-03-09-10:40:16.927,524.017,0,wav/900/norm/900-neu-din-b.wav,263,new_mri_vol
2016-03-09-10:40:18.928,526.018,0,wav/900/norm/900-neu-din-b.wav,264,new_mri_vol
2016-03-09-10:40:20.932,528.022,0,wav/900/norm/900-neu-din-b.wav,265,new_mri_vol
2016-03-09-10:40:22.927,530.017,0,wav/900/norm/900-neu-din-b.wav,266,new_mri_vol
2016-03-09-10:40:23.685,530.775,1,wav/900/norm/900-neu-din-b.wav,266,ring_on
2016-03-09-10:40:24.181,531.272,1,wav/900/norm/900-neu-din-b.wav,266,keypress
2016-03-09-10:40:24.685,531.775,0,wav/900/norm/900-neu-din-b.wav,266,ring_off
2016-03-09-10:40:24.930,532.021,0,wav/900/norm/900-neu-din-b.wav,267,new_mri_vol
2016-03-09-10:40:25.822,532.912,0,silence,267,sound_off
2016-03-09-10:40:26.925,534.015,0,silence,268,new_mri_vol
2016-03-09-10:40:27.884,534.975,1,silence,268,ring_on
2016-03-09-10:40:28.284,535.374,1,silence,268,keypress
2016-03-09-10:40:28.884,535.975,0,silence,268,ring_off
2016-03-09-10:40:28.928,536.018,0,silence,269,new_mri_vol
